Car Name,Car Price,Car Description,Car Mileage,Car Link,Number of Pictures
2002 jeep wrangler 4x4 Wrangler,"$5,500","IN GREAT CONDITION 2002 JEEP WRANGLER 4X4 6-CYLINDER. 138,322 MILES NO MECHANICAL PROBLEMS. RUNS GREAT. CLEAN IN OUT NO RUST. THE FRAME IS SOLID NO RUST CLEAN TITLE IN HAND. AUTOMATIC","138,224 miles",https://www.facebook.com/marketplace/item/576497082811492/,10
1999 Chevrolet S10 Regular Cab,"$1,200","New inspection, hot heat cold air, runs excellent.","158,000 miles",https://www.facebook.com/marketplace/item/1944964185629224/,4
2003 Nissan Pathfinder,"$2,300","2003 Nissan Pathfinder - v6 Engine - Automatic Transmission - 4x4 - Leather Heated Seats - Power Windows and Locks - 6 CD Stereo - Tilt/Cruise - Sunroof - Mag Wheels - Roof Rack - Trailer Hitch - 143,000 Miles - Runs and Drives Strong","143,000 miles",https://www.facebook.com/marketplace/item/334888633794340/,5
2002 Jeep Liberty,"$3,500",Been using it back and fourth in the highway and never gave me any problem. It’s a four wheel drive so excellent throughout all the seasons. Has leather seats with seat heaters..New brakes. Updated A.C. New radiator. New battery. Runs excellent. Only reason I am selling it is because I got a bigger truck. No hassle or games. Serious inquires only!! All details are in the pictures.,"119,954 miles",https://www.facebook.com/marketplace/item/610292399422951/,7
2000 Pontiac Sunfire,$700,"Engine and trans are 100% Needs all new brake lines. Fix that you got a car to drive for several months inspection. Buy it for the engine and tranny too, pretty low milage for year. Really needs cosmetic work and rear tires. Also O2 sensor heater circuit comes up on check engine. I blow a couple fuses for inside lights and radio thats easy fix. Looking to sell quick. Thank you. Part it out if you want that's okay too lol","127,000 miles",https://www.facebook.com/marketplace/item/602255943564977/,2
2016 Ford Fusion,"$4,000",No issues at all priced to sell must provide valid license and proof of insurance,"38,000 miles",https://www.facebook.com/marketplace/item/222902915199872/,10
1998 Kawasaki Zx9r,"$1,000","Bought the bike in july 2018, raised it back up to stock height. New grips, mirrors, rear caliper and brake pads, starts and runs fine. NO TITLE ( i have it, but still in original owners name) have bill of sale also. Bike is not stolen.","16,000 miles",https://www.facebook.com/marketplace/item/2319876141582418/,3
2016 Hyundai Elantra,"$12,495",N/A,"28,000 miles",https://www.facebook.com/marketplace/item/575317572894297/,10
2013 Mazda MAZDA2,"$4,000",N/A,"95,000 miles",https://www.facebook.com/marketplace/item/380576086092666/,2
2006 Toyota 4Runner,"$4,500",N/A,"4,500 miles",https://www.facebook.com/marketplace/item/393051761264579/,4
2000 Hyundai Elantra,$560,N/A,"158,000 miles",https://www.facebook.com/marketplace/item/2142514089149068/,2
2012 GMC Canyon Regular Cab,"$1,000",N/A,"81,000 miles",https://www.facebook.com/marketplace/item/235415597400456/,4
1997 Ford F150 Super Cab,"$2,000",N/A,"10,030 miles",https://www.facebook.com/marketplace/item/319812148652224/,7
2002 Ford F250 Super Duty Crew Cab,"$10,500",N/A,"175,000 miles",https://www.facebook.com/marketplace/item/2036871426401767/,4
1995 Jaguar XJ,$750,N/A,"174,000 miles",https://www.facebook.com/marketplace/item/467584060440699/,4
2007 Nissan Sentra,"$4,500",N/A,"74,000 miles",https://www.facebook.com/marketplace/item/502203720307504/,9
2003 Acura TL,"$1,500",N/A,"248,136 miles",https://www.facebook.com/marketplace/item/868132013361931/,10
1993 Toyota Corolla,$600,N/A,"272,000 miles",https://www.facebook.com/marketplace/item/235028720621502/,5
2013 Hyundai Sonata,"$7,995",N/A,"113,000 miles",https://www.facebook.com/marketplace/item/2253791424942517/,8
2004 Nissan Sentra,"$1,200",N/A,"1,200 miles",https://www.facebook.com/marketplace/item/374785083309942/,6
2002 Lincoln Town Car,"$2,600",N/A,"136,000 miles",https://www.facebook.com/marketplace/item/1693095404043603/,7
2010 Nissan Altima,"$4,500",N/A,"83,000 miles",https://www.facebook.com/marketplace/item/2258595467791997/,13
2014 Chevrolet Camaro,"$1,000",N/A,"62,000 miles",https://www.facebook.com/marketplace/item/1294191207387045/,3
2002 gxr Suzuki,"$1,300",N/A,"19,000 miles",https://www.facebook.com/marketplace/item/300551934148455/,0
2004 Ford Focus,"$2,000",N/A,"132,000 miles",https://www.facebook.com/marketplace/item/2523045794378518/,5
2015 Nissan Altima,"$12,900",N/A,"33,000 miles",https://www.facebook.com/marketplace/item/233152710897440/,5
2008 Haulmark Proline Staker,"$25,000",N/A,N/A,https://www.facebook.com/marketplace/item/366052894201121/,6
2010 Nissan Maxima,"$6,800",N/A,"50,000 miles",https://www.facebook.com/marketplace/item/322842421866695/,5
1999 Ford F350 Super Duty Super Cab,"$12,000",N/A,"91,000 miles",https://www.facebook.com/marketplace/item/542337139594660/,2
2004 Jeep Liberty,"$2,990",N/A,"124,000 miles",https://www.facebook.com/marketplace/item/443973162807093/,20
2002 Honda Civic,"$1,400",N/A,"185,000 miles",https://www.facebook.com/marketplace/item/251972542369697/,10
1992 Nissan 240SX,$600,N/A,"666,666 miles",https://www.facebook.com/marketplace/item/232907637661459/,6
ford F150 Regular Cab,"$1,600",N/A,N/A,https://www.facebook.com/marketplace/item/574808779592675/,3
2009 Honda Accord,"$5,250",N/A,"155,649 miles",https://www.facebook.com/marketplace/item/551980345269671/,12
2011 Acura TSX,"$6,500",N/A,"6,500 miles",https://www.facebook.com/marketplace/item/291252704896472/,8
2003 Nissan Maxima,"$1,800",N/A,"150,556 miles",https://www.facebook.com/marketplace/item/2341687065842116/,12
2004 Mercury Sable,"$1,750",N/A,"192,000 miles",https://www.facebook.com/marketplace/item/269110623967340/,8
2001 Nissan Maxima,"$1,500",N/A,"190,000 miles",https://www.facebook.com/marketplace/item/2280465562278699/,7
2004 Acura TL,"$2,000",N/A,"1,800 miles",https://www.facebook.com/marketplace/item/383395415825391/,7
2008 Scion xD,"$3,950",N/A,"151,000 miles",https://www.facebook.com/marketplace/item/307988273190774/,10
2000 Chevrolet S10 Extended Cab,$955,N/A,"225,000 miles",https://www.facebook.com/marketplace/item/805278989804581/,0
2002 Honda CR-V,"$2,900",N/A,"200,000 miles",https://www.facebook.com/marketplace/item/2284833735104634/,8
2012 Honda Civic,"$9,650",N/A,"70,000 miles",https://www.facebook.com/marketplace/item/371423773682221/,7
2004 Yamaha Raptor 660,"$1,980",N/A,N/A,https://www.facebook.com/marketplace/item/552905598446466/,4
2006 Pontiac Torrent,"$1,550",N/A,"159,000 miles",https://www.facebook.com/marketplace/item/398330030902233/,7
1999 Toyota Camry,"$1,000",N/A,"183,622 miles",https://www.facebook.com/marketplace/item/2273223512952132/,9
2012 Jeep Grand Cherokee,"$2,000",N/A,"130,717 miles",https://www.facebook.com/marketplace/item/556236161559322/,20
2014 Acura MDX,"$15,900",N/A,"116,000 miles",https://www.facebook.com/marketplace/item/381888029265198/,11
2003 Ford F250 Super Duty Crew Cab,"$2,000",N/A,"25,000 miles",https://www.facebook.com/marketplace/item/1708674275899198/,3
2012 Ford Transit Connect Cargo,"$2,600",N/A,"69,000 miles",https://www.facebook.com/marketplace/item/320880985205181/,4
2003 Toyota Corolla,"$3,900",N/A,"61,000 miles",https://www.facebook.com/marketplace/item/1008387269369690/,5
2002 Nissan Altima,"$1,300",N/A,"168,392 miles",https://www.facebook.com/marketplace/item/285782945465753/,16
2007 Ford Explorer,"$2,300",N/A,"90,121 miles",https://www.facebook.com/marketplace/item/389913521567776/,6
2014 Nissan Sentra,"$2,000",N/A,N/A,https://www.facebook.com/marketplace/item/379862356137996/,5
2018 Honda Accord Hybrid,"$24,089",N/A,300 miles,https://www.facebook.com/marketplace/item/2483943878518519/,4
1997 Toyota Corolla,"$1,250",N/A,"166,000 miles",https://www.facebook.com/marketplace/item/256367358592324/,17
2008 Nissan Altima,"$3,500",N/A,"125,000 miles",https://www.facebook.com/marketplace/item/2036262899826614/,12
2003 GMC Yukon XL 1500,"$2,995",N/A,"161,000 miles",https://www.facebook.com/marketplace/item/373213480135842/,9
2010 Nissan Maxima,"$1,500",N/A,"157,000 miles",https://www.facebook.com/marketplace/item/332914607497253/,10
2008 Dodge Charger,"$1,500",N/A,"117,000 miles",https://www.facebook.com/marketplace/item/169533073994714/,10
2017 Nissan Maxima,"$1,500",N/A,"34,000 miles",https://www.facebook.com/marketplace/item/338670710072438/,4
2009 Nissan Altima,"$4,499",N/A,"157,007 miles",https://www.facebook.com/marketplace/item/2444490445626380/,10
1999 Nissan Maxima,$700,N/A,"155,000 miles",https://www.facebook.com/marketplace/item/1830531690390057/,3
2008 BMW 3 Series,"$4,800",N/A,"141,985 miles",https://www.facebook.com/marketplace/item/246564842939597/,8
2011 Buick Regal,"$5,500",N/A,"86,000 miles",https://www.facebook.com/marketplace/item/620031871753441/,10
2004 Volvo XC90,"$2,250",N/A,"150,000 miles",https://www.facebook.com/marketplace/item/2002835400022409/,19
2010 Dodge Ram 1500 Crew Cab,"$13,990",N/A,"114,000 miles",https://www.facebook.com/marketplace/item/980332758836992/,6
2012 Honda Accord,"$1,495",N/A,"99,051 miles",https://www.facebook.com/marketplace/item/2094355727537688/,10
2012 BMW X6,"$24,655",N/A,"49,800 miles",https://www.facebook.com/marketplace/item/235135980732143/,7
2001 Honda 400EX,"$2,500",N/A,"120,000 miles",https://www.facebook.com/marketplace/item/395660557660294/,6
1994 Honda VT1100,"$2,400",N/A,"29,560 miles",https://www.facebook.com/marketplace/item/792854071068181/,7
1988 oldsmobile Cutlass,"$3,000",N/A,N/A,https://www.facebook.com/marketplace/item/339205459985745/,4
2014 Carry On 5x8 Enclosed Trailer,"$1,600",N/A,N/A,https://www.facebook.com/marketplace/item/583317592130637/,6
2002 Honda CR-V,"$3,500",N/A,"165,000 miles",https://www.facebook.com/marketplace/item/2285645921694161/,7
2007 Yamaha R1,"$5,900",N/A,"9,087 miles",https://www.facebook.com/marketplace/item/235349150747794/,5
1999 Nissan Altima,$550,N/A,N/A,https://www.facebook.com/marketplace/item/1107099922785304/,5
2001 Honda Civic,"$1,000",N/A,"180,000 miles",https://www.facebook.com/marketplace/item/2239122736397891/,10
2001 Honda CR-V,$800,N/A,"123,000 miles",https://www.facebook.com/marketplace/item/384585849019597/,2
2007 BMW 3 Series,"$5,000",N/A,"140,000 miles",https://www.facebook.com/marketplace/item/572576176542815/,11
1978 Ford Bronco,"$17,500",N/A,"1,500 miles",https://www.facebook.com/marketplace/item/2219406241454670/,0
1996 Honda Accord,"$2,000",N/A,"180,000 miles",https://www.facebook.com/marketplace/item/2302328169786858/,13
2017 Hyundai Accent,"$9,500",N/A,"59,000 miles",https://www.facebook.com/marketplace/item/241500093444104/,10
2012 Nissan Rogue,"$4,950",N/A,"119,000 miles",https://www.facebook.com/marketplace/item/256320281950414/,11
2005 Honda Accord,"$1,900",N/A,"172,000 miles",https://www.facebook.com/marketplace/item/419278275558960/,7
2014 Jeep Wrangler,"$2,100",N/A,"75,068 miles",https://www.facebook.com/marketplace/item/556923704795612/,4
2008 Chevrolet Cobalt,"$9,000",N/A,"54,000 miles",https://www.facebook.com/marketplace/item/385966115285051/,16
2006 Ford F150 Super Cab,"$6,000",N/A,"100,000 miles",https://www.facebook.com/marketplace/item/139720753650140/,12
acura Integra,"$2,000",N/A,N/A,https://www.facebook.com/marketplace/item/598577750584902/,10
2007 Chevrolet Impala Ss,"$3,500",N/A,"35,000 miles",https://www.facebook.com/marketplace/item/406769890097376/,3
2016 Toyota Camry,"$8,999",N/A,"75,000 miles",https://www.facebook.com/marketplace/item/324793181579923/,10
2012 Chevrolet Silverado 1500 Crew Cab,"$21,500",N/A,"89,000 miles",https://www.facebook.com/marketplace/item/251812329082399/,8
2005 Scion xB,"$1,500",N/A,"184,000 miles",https://www.facebook.com/marketplace/item/2148007762179640/,4
94 Mustang 5.0 Cobra clone,"$3,000",N/A,N/A,https://www.facebook.com/marketplace/item/1934069270235047/,3
2002 Mitsubishi Lancer,"$1,500",N/A,"120,267 miles",https://www.facebook.com/marketplace/item/526062077799569/,5
2014 Freightliner Cascadia,"$1,950",N/A,"500,000 miles",https://www.facebook.com/marketplace/item/2441638339233327/,0
2002 Lincoln LS,"$1,100",N/A,"134,000 miles",https://www.facebook.com/marketplace/item/1690149141086601/,5
2003 Dodge Ram 2500 Quad Cab,"$7,995",N/A,"180,000 miles",https://www.facebook.com/marketplace/item/277425009640870/,8
2005 Jeep Grand Cherokee,"$3,250",N/A,"96,529 miles",https://www.facebook.com/marketplace/item/665207010543420/,14
2001 Nissan Frontier Crew Cab,"$3,900",N/A,"103,000 miles",https://www.facebook.com/marketplace/item/301019987266305/,7
2007 Mazda RX-8,"$4,500",N/A,"69,000 miles",https://www.facebook.com/marketplace/item/212697313018005/,7
2007 Saturn Aura,"$3,000",N/A,"85,000 miles",https://www.facebook.com/marketplace/item/495719764287408/,7
2008 Mazda MAZDA3,"$2,880",N/A,"148,258 miles",https://www.facebook.com/marketplace/item/265437254381393/,5
1997 Chevrolet 3500 Crew Cab & Chassis,"$2,200",N/A,"184,000 miles",https://www.facebook.com/marketplace/item/2336521266577744/,6
2005 Monaco Monarch SE Series M30PDD,"$26,000","2005 Monaco Monarch SE Series M-30PDD Low miles 32,000, loaded. 2 side pop outs In very good condition Contact Ed at Media Camping 610 368-2753 1243 W Baltimore Pike, Media Pa 19063",N/A,https://www.facebook.com/marketplace/item/554061245109208/,5
2006 Honda Ridgeline,"$5,500",N/A,"122,723 miles",https://www.facebook.com/marketplace/item/318622198766925/,8
2012 Chevrolet Malibu,"$3,350",".....YES CAR STILL AVAILABLE & CLEAN TITLE.... Excellent condition, Clean interior and exterior *Keyless entry *Alarm *Power windows * Power lock * Power mirror *Cd player * AUX CABLE *Remote control *Adjustable seats *Excellent A/C & Heat *4 Cylinder *Gas saver # RUNNING PERFECTLY & NOTHING WRONG WITH IT ##### SERIOUS BUYERS PLEASE #### ...............................................................................","129,650 miles",https://www.facebook.com/marketplace/item/326913534613128/,10
2003 Ford Excursion,"$9,950","2003 Ford Excursion Limited 4x4 Fully Loaded 6.0 turbo diesel Automatic trans 4x4 Leather interior (driver and passenger side have rips in normal spot) 3rd row seating Entertainment package (dvd player) Truck runs and drives great engine and trans are strong, overall in good normal shape for a 15 year old ford with 207k miles in our area $9950 Fees included in sale price no hidden costs","207,500 miles",https://www.facebook.com/marketplace/item/1104065996421333/,15
1996 Nissan Altima,$869,Good car. Runs well. Gets you from A to B. Has no radio in car . Air and heat work fine. Text [hidden information],"13,300 miles",https://www.facebook.com/marketplace/item/2248634825395992/,2
Impala 2005,"$2,000","Corre perfecto runs perfec need nothing esta como en la foto police package millas 139k 2,000 obo se puede bregar el precio","139,000 miles",https://www.facebook.com/marketplace/item/328351377799139/,8
2000 Hyundai Elantra,$750,"Price listed is CASH price! 500$ down payment, Buy Here Pay Here, low weekly payments at 75$ a week or 150$ bi weekly. All vehicles come with a 30 day bumper to bumper warranty, however extended period warranties are available! Come to 26 Cross Keys Rd, Berlin, NJ, 08009 and ask for Maddie! 💜","131,438 miles",https://www.facebook.com/marketplace/item/537293106756307/,5
2017 Jeep Wrangler Unlimited,"$42,013",2017 Jeep Wrangler left over. Never been registered. Must go. Never had an accident or any damage. Willing to give you a great on it being tho it’s a leftover,300 miles,https://www.facebook.com/marketplace/item/323761474933659/,13
1990 Chevrolet Avalanche,"$4,000",Or best offer. Chevy 454 eng. 33000 miles. It runs good. Needs work on the interior. Its a project need to be finished. New roof .skylights and vents,"33,000 miles",https://www.facebook.com/marketplace/item/1048182782020821/,7
2009 BMW 1 Series,"$4,860",Super clean I've done everything that had to be done new rotors pads shocks so On!,N/A,https://www.facebook.com/marketplace/item/364424201012268/,9
2008 Suzuki Hayabusa,"$7,900","2008 Suzuki Hayabusa with 34,957 miles. Clean title and free 3-month warranty. Over 95 bikes in stock right now!!! Check out our website www.amblerpowersports.com for up to date inventory!! Call or text Mike at [hidden information] NO DEALER FEES - we are the only local dealer that does not charge dealer fees, our competitors charge up to $500 FREE 3 MONTH WARRANTY ON ALL MOTORCYCLES 2004 AND NEWER All of our bikes have been run through our certified Pa State Inspection station and are 100% ready to ride. Any needed repairs and maintenance have been done so you will have a safe and enjoyable riding season. WE OFFER FINANCING - Good credit, bad credit, even no credit options available","34,957 miles",https://www.facebook.com/marketplace/item/374064263420742/,5
2007 Dodge Caliber,"$1,800",N/A,"170,000 miles",https://www.facebook.com/marketplace/item/388932118539658/,18
2008 Hyundai Santa Fe,"$4,500",N/A,"8,052 miles",https://www.facebook.com/marketplace/item/2515509471852810/,8
2005 Ford Explorer,"$2,500",N/A,"199,604 miles",https://www.facebook.com/marketplace/item/305239570346871/,10
1984 Buick Cascada,"$6,500",N/A,255 miles,https://www.facebook.com/marketplace/item/1991825017533892/,11
2005 Lexus ES,"$4,195",N/A,"131,000 miles",https://www.facebook.com/marketplace/item/144102963190554/,6
2000 Yamaha Yzf R1,"$2,500",N/A,"15,000 miles",https://www.facebook.com/marketplace/item/2774093145965128/,2
2013 Dodge Dart,"$4,950",N/A,"89,000 miles",https://www.facebook.com/marketplace/item/2019792871409363/,10
2003 Honda CR-V,"$3,200",N/A,"180,000 miles",https://www.facebook.com/marketplace/item/301145057419709/,5
2006 Nissan Murano,"$3,650",N/A,"119,200 miles",https://www.facebook.com/marketplace/item/303869400165472/,10
2004 Ford F250 Super Duty Super Cab,"$3,500",N/A,"164,000 miles",https://www.facebook.com/marketplace/item/278225116181913/,13
1998 Chevrolet Monte Carlo,$800,N/A,"136,678 miles",https://www.facebook.com/marketplace/item/359109274868635/,6
2004 BMW 1 Series,"$3,195",N/A,N/A,https://www.facebook.com/marketplace/item/363132587841127/,9
2009 Ford Escape,"$3,500",N/A,N/A,https://www.facebook.com/marketplace/item/246551206272645/,8
2008 Chrysler Town & Country,"$1,700",N/A,"121,000 miles",https://www.facebook.com/marketplace/item/387012565175172/,7
2006 Dodge Grand Caravan Passenger,"$1,890",N/A,"137,000 miles",https://www.facebook.com/marketplace/item/243047799977449/,3
2006 Mercury Mountaineer,"$2,800",N/A,"180,000 miles",https://www.facebook.com/marketplace/item/2323365434564708/,9
2003 Nissan exterra 2003,"$2,800",N/A,"121,000 miles",https://www.facebook.com/marketplace/item/355367825303474/,3
