Company,CEO,CEO Linkedin Profile,Vice President,Vice President Linkedin Profile
"Arcosa, Inc.",Antonio Carrillo ,https://mx.linkedin.com/in/antonio-carrillo-a1b94250,Robert Rosen ,https://www.linkedin.com/in/robertjrosen
"Art's-Way Manufacturing Co., Inc.",Carrie Majeski ,https://www.linkedin.com/in/carrie-majeski-a9bb5a23,Jeremy Witte ,https://www.linkedin.com/in/jeremydwitte
"Astec Industries, Inc.",Jeff Schwarz ,https://www.linkedin.com/in/jeff-schwarz-99015726,David Silvious ,https://www.linkedin.com/in/david-silvious-a5342a7
Astronics Corporation,Dennis Markert ,https://www.linkedin.com/in/dennis-markert-689b653,Ed Lowney ,https://www.linkedin.com/in/ed-lowney-95127528
Astrotech Corporation,Thomas B. Pickens III ,https://www.linkedin.com/in/thomas-b-pickens-iii,Sha,https://www.linkedin.com/in/sha-chelle-manning-97600bb
"ASV Holdings, Inc.",Andrew Rooke ,https://www.linkedin.com/in/andrewrooke01,"Justin Rupar, MBA ",https://www.linkedin.com/in/justinrupar
"Autoliv, Inc.",Art Blanchford ,https://www.linkedin.com/in/art-blanchford-7790135,Brandon Jeppsen ,https://www.linkedin.com/in/brandon-jeppsen-40b4b55
AVX Corporation,Carole Gibson ,https://www.linkedin.com/in/carole-gibson-4a409213,Peter J Venuto ,https://www.linkedin.com/in/peter-j-venuto-766a2710
"Axon Enterprise, Inc.",Steve Staskiewicz ,https://www.linkedin.com/in/stevestaskiewicz,Jim Brady ,https://www.linkedin.com/in/jimbrady329
Babcock,Ken Babcock ,https://www.linkedin.com/in/ken-babcock-0a4a9030,Jim Babcock ,https://www.linkedin.com/in/jim-babcock-71a3a25
"Badger Meter, Inc.",Rick Johnson ,https://www.linkedin.com/in/rick-johnson-a9927b38,Rick Johnson ,https://www.linkedin.com/in/rick-johnson-a9927b38
"Barnes Group, Inc.",GLENN BARNES ,https://www.linkedin.com/in/glenn-barnes-b4317530,Sean Foran ,https://www.linkedin.com/in/sean-foran-6b57415
"Beazer Homes USA, Inc.",Robert Salomon ,https://www.linkedin.com/in/robert-salomon-6569498,Tony Callahan ,https://www.linkedin.com/in/tony-callahan-b742219
Bel Fuse Inc.,"Frederick Usma Florez, MBA ",https://www.linkedin.com/in/frederick-usma-florez-mba-74826651,Craig Brosious ,https://www.linkedin.com/in/craig-brosious-382b646
Bel Fuse Inc.,"Frederick Usma Florez, MBA ",https://www.linkedin.com/in/frederick-usma-florez-mba-74826651,Craig Brosious ,https://www.linkedin.com/in/craig-brosious-382b646
"Bionano Genomics, Inc.",Heather Adams (Connors) ,https://www.linkedin.com/in/heather-adams-connors-15a5b27,Heather Adams (Connors) ,https://www.linkedin.com/in/heather-adams-connors-15a5b27
"Bionano Genomics, Inc.",Heather Adams (Connors) ,https://www.linkedin.com/in/heather-adams-connors-15a5b27,Heather Adams (Connors) ,https://www.linkedin.com/in/heather-adams-connors-15a5b27
"Bio-Rad Laboratories, Inc.",Ariel Notcovich ,https://www.linkedin.com/in/ariel-notcovich,Carla Evans ,https://www.linkedin.com/in/carla-evans-b3794b4
Blue Bird Corporation,Phil Horlock ,https://www.linkedin.com/in/phil-horlock-b85a618,Dean Coulson ,https://www.linkedin.com/in/dean-coulson-5ab68b25
BlueLinx Holdings Inc.,Bob Hull ,https://www.linkedin.com/in/hullbob,Larry Frey ,https://www.linkedin.com/in/larry-frey-1b7b0a5
Boeing Company (The),Linda Taira ,https://www.linkedin.com/in/lindataira,Tim Hanifen ,https://www.linkedin.com/in/tim-hanifen-18209b7
"Bonso Electronics International, Inc.",Milan Zhang ,https://cn.linkedin.com/in/lanyuansupply,符合“.annie Zheng”的70+ 位会员,https://cn.linkedin.com/pub/dir/.annie/Zheng/cn-0-%E4%B8%AD%E5%9B%BD
BorgWarner Inc.,Frederic Lissalde ,https://de.linkedin.com/in/frederic-lissalde-11602214,Jamal Farhat ,https://www.linkedin.com/in/jamal-farhat-6a50571
"Broadwind Energy, Inc.",Duane McBride,https://www.linkedin.com/in/duane-mcbride-booth-63579620,Alison Wroblewski ,https://www.linkedin.com/in/alisonwroblewski
BRP Inc.,José Boisjoli ,https://www.linkedin.com/in/jos%C3%A9-boisjoli,vincent morin ,https://ca.linkedin.com/in/vincent-morin-50335536
Bruker Corporation,Frank Laukien ,https://www.linkedin.com/in/frank-laukien-20804426,John Carr ,https://www.linkedin.com/in/john-carr-649b806
Caesarstone Ltd.,Raanan Zilberman ,https://il.linkedin.com/in/raanan-zilberman-04a9752,Lilach Gilboa ,https://il.linkedin.com/in/lilach-gilboa-48b04014b
Camtek Ltd.,Vladimir Zheleznyak ,https://www.linkedin.com/in/vladimir-zheleznyak-2a53b217,Michael Lev ,https://il.linkedin.com/in/michael-lev-6b7a135
"Carbo Ceramics, Inc.",Gary Kolstad ,https://www.linkedin.com/in/gary-kolstad-32a97a108,Mark McGill ,https://www.linkedin.com/in/mark-mcgill-04305732
"Caterpillar, Inc.",Jim Dugan ,https://www.linkedin.com/in/jim-dugan-b766506a,Ogi Redzic ,https://www.linkedin.com/in/ognjenredzic
"CDTI Advanced Materials, Inc.",Chris Harris ,https://www.linkedin.com/in/chris-j-harris,Jason Soika ,https://www.linkedin.com/in/jason-soika-7557656b
CECO Environmental Corp.,Dennis Sadlowski ,https://www.linkedin.com/in/dennissadlowski,Tracy Krumme ,https://www.linkedin.com/in/tracykrumme
Cementos Pacasmayo S.A.A.,Humberto Nadal ,https://pe.linkedin.com/in/humberto-nadal-416827128,carlos pomarino ,https://www.linkedin.com/in/carlos-pomarino-760862174
Cemex S.A.B. de C.V.,Luis Gerardo Ramírez Villela ,https://www.linkedin.com/in/lgramirezv/?locale=es_ES,Steve Bryan ,https://www.linkedin.com/in/steve-bryan-6321011b
Cemtrex Inc.,Saagar Govil ,https://www.linkedin.com/in/saagargovil,Ravi Narayan ,https://www.linkedin.com/in/ravi-narayan-047a8931
Cemtrex Inc.,Saagar Govil ,https://www.linkedin.com/in/saagargovil,Ravi Narayan ,https://www.linkedin.com/in/ravi-narayan-047a8931
Cemtrex Inc.,Saagar Govil ,https://www.linkedin.com/in/saagargovil,Ravi Narayan ,https://www.linkedin.com/in/ravi-narayan-047a8931
"Century Communities, Inc.",Dustin Bogue ,https://www.linkedin.com/in/dustin-bogue-18325523,Julie Satalowich ,https://www.linkedin.com/in/julie-satalowich-98846a8
Cesca Therapeutics Inc.,Vivian Liu ,https://www.linkedin.com/in/vivian-liu-765a3330,Vivian Liu ,https://www.linkedin.com/in/vivian-liu-765a3330
"Chart Industries, Inc.",Jillian Evanko ,https://www.linkedin.com/in/jillian-evanko-9373086,Tom Pittet ,https://www.linkedin.com/in/tom-pittet-4a78834
"China Automotive Systems, Inc.",Yao Li ,https://cn.linkedin.com/in/yao-li-7a785036,Jipeng (Jim) Luo ,https://www.linkedin.com/in/jpluo
"China Ceramics Co., Ltd.",Mark L. Wilson ,https://www.linkedin.com/in/mark-l-wilson-85013b2a,Edmund Hen ,https://cn.linkedin.com/in/edmund-hen-1ba43782
China XD Plastics Company Limited,20+ Jamie Mu profiles ,https://au.linkedin.com/pub/dir/Jamie/Mu,Result Not Found,No Results
"CIRCOR International, Inc.",Kathleen Fazio ,https://www.linkedin.com/in/kfazio,Nick Williams ,https://www.linkedin.com/in/nick-williams-0b53367
ClearSign Combustion Corporation,Susanne Meline ,https://www.linkedin.com/in/susanne-meline-712392134,Jim Harmon ,https://www.linkedin.com/in/jim-harmon-8598a2a
ClearSign Combustion Corporation,Susanne Meline ,https://www.linkedin.com/in/susanne-meline-712392134,Jim Harmon ,https://www.linkedin.com/in/jim-harmon-8598a2a
CNH Industrial N.V.,"Steven Bierman, CPA ",https://www.linkedin.com/in/stevenbiermancpa,Carlo DeBernardi ,https://www.linkedin.com/in/carlo-debernardi-552951a
"Coda Octopus Group, Inc.",Alasdair Murrie ,https://www.linkedin.com/in/alasdair-murrie-aa1aa37,Alasdair Murrie ,https://www.linkedin.com/in/alasdair-murrie-aa1aa37
Cognex Corporation,Nicolas Corsi ,https://ch.linkedin.com/in/nicolascorsi,Will Equitz ,https://www.linkedin.com/in/will-equitz-0862632
"Coherent, Inc.",Jim Hobart ,https://www.linkedin.com/in/jim-hobart-098499a,Brad Dudschus ,https://www.linkedin.com/in/brad-dudschus-0223182
"Cohu, Inc.",James Donahue ,https://www.linkedin.com/in/james-donahue-a7b5518,Craig Halterman ,https://www.linkedin.com/in/craighalterman
Colfax Corporation,Brighid de Garay ,https://www.linkedin.com/in/brighid-de-garay,Kevin Johnson ,https://www.linkedin.com/in/kevin-johnson-0b27212
Columbus McKinnon Corporation,Timothy Tevens ,https://www.linkedin.com/in/timtevens,Gregory Rustowicz ,https://www.linkedin.com/in/gregory-rustowicz-a2211670
"Comfort Systems USA, Inc.",David Frazier ,https://www.linkedin.com/in/david-frazier-24b32228,Fred Rovet ,https://www.linkedin.com/in/fred-rovet-33b2386
"Commercial Vehicle Group, Inc.",Merv Dunn ,https://www.linkedin.com/in/merv-dunn-11b54b51,Don Fishel ,https://www.linkedin.com/in/donfishel
CompX International Inc.,David Bowers ,https://www.linkedin.com/in/david-bowers-49ba1b3a,Terri Herrington ,https://www.linkedin.com/in/terri-herrington-a4856018
"Comstock Holding Companies, Inc.",Christopher Clemente ,https://www.linkedin.com/in/christopher-clemente-1b431a60,Harry Park ,https://www.linkedin.com/in/harry-park-6b569249
"Continental Building Products, Inc.",Jay Bachmann ,https://www.linkedin.com/in/jay-bachmann-b2b323117,Dennis Romps ,https://www.linkedin.com/in/dennis-romps-7165b218
Continental Materials Corporation,RYAN SULLIVAN ,https://www.linkedin.com/in/ryan-sullivan-b2253a1,Mark Nichter ,https://www.linkedin.com/in/mark-nichter-8685355
Control4 Corporation,Mike Maniscalco ,https://www.linkedin.com/in/michaelmaniscalco,Bryce Judd ,https://www.linkedin.com/in/brycejudd
Cooper-Standard Holdings Inc.,Yvan Van Bever ,https://be.linkedin.com/in/yvan-van-bever-a6537190,Ken Oakley ,https://www.linkedin.com/in/ken-oakley-3a305b105
"CPI Aerostructures, Inc.",Fred Baumbusch ,https://www.linkedin.com/in/fred-baumbusch-967a9b26,Barry Fratello ,https://www.linkedin.com/in/barry-fratello-4892182a
CPS Technologies Corp.,Mark Occhionero ,https://www.linkedin.com/in/mark-occhionero-959520105,Mark Occhionero ,https://www.linkedin.com/in/mark-occhionero-959520105
Crane Co.,Michal Schulz ,https://www.linkedin.com/in/michal-schulz-148553b9,Jim Lavish ,https://www.linkedin.com/in/jim-lavish-17514b4
CRH PLC,Felix Grönwaldt ,https://de.linkedin.com/in/felix-gr%C3%B6nwaldt-084773171,Milan Andrin ,https://www.linkedin.com/in/milan-andrin-00963113
Cubic Corporation,Bradley Feldmann ,https://www.linkedin.com/in/bradley-feldmann/,Bob Deiter ,https://www.linkedin.com/in/bob-deiter-12774113
CyberOptics Corporation,Kate Maher ,https://www.linkedin.com/in/kate-maher-275a657,Steve DiMarco ,https://www.linkedin.com/in/steve-dimarco-aa987810
"D.R. Horton, Inc.",DONALD TOMNITZ ,https://www.linkedin.com/in/donald-tomnitz-34954787,Paula Hunter,https://www.linkedin.com/in/paula-hunter-perkins-84866561
Dana Incorporated,Christophe Dominiak ,https://www.linkedin.com/in/christophe-dominiak-0656b3102,Timothy Kraus ,https://www.linkedin.com/in/timothy-kraus-a0b42522
Danaher Corporation,Rico Zander ,https://www.linkedin.com/in/rico-zander-793923140,Brett Cornell ,https://www.linkedin.com/in/brett-cornell-a9193a20
Data I/O Corporation,Anthony Ambrose ,https://www.linkedin.com/in/anthonyambrose,Joel Hatlen ,https://www.linkedin.com/in/joel-hatlen-8025b38
Deere & Company,Samuel Allen ,https://www.linkedin.com/in/samuel-allen-041ba9132,James Temperley ,https://www.linkedin.com/in/james-temperley-b6250a12
Delphi Technologies PLC,Liam Butterworth ,https://uk.linkedin.com/in/liam-butterworth-0700467,Douglas Berg ,https://www.linkedin.com/in/douglas-berg-48552925
DMC Global Inc.,Kevin Longe ,https://www.linkedin.com/in/kevinlonge,Jeff Fithian ,https://www.linkedin.com/in/jefffithian
"Donaldson Company, Inc.",Tod Carpenter ,https://www.linkedin.com/in/tod-carpenter,Ronald Lacy ,https://www.linkedin.com/in/ronald-lacy-793b066b
"Dorman Products, Inc.",Mathias Barton ,https://www.linkedin.com/in/mathias-barton-37219595,Michael Dempsey ,https://www.linkedin.com/in/michael-dempsey-121504a
"Douglas Dynamics, Inc.",Jim Janik ,https://www.linkedin.com/in/jim-janik-a869b324,Steve Klug ,https://www.linkedin.com/in/steve-klug-97772b52
"DPW Holdings, Inc.","Milton ""Todd"" Ault III ",https://www.linkedin.com/in/miltontoddault,Amos Kohn ,https://www.linkedin.com/in/amoskohn
Ducommun Incorporated,Stephen Oswald ,https://www.linkedin.com/in/stephen-oswald-5489a07,"Rose Rogers, SPHR ",https://www.linkedin.com/in/rose-rogers-sphr-18072210
"DXP Enterprises, Inc.",David Little ,https://www.linkedin.com/in/david-little-3570a9b6,Kent Yee ,https://www.linkedin.com/in/kent-yee-79b25b10
Dynasil Corporation of America,Peter Sulick ,https://www.linkedin.com/in/peter-sulick-4349144,Nirmal Parikh ,https://www.linkedin.com/in/nirmalparikh
Eagle Materials Inc,Steven Rowley ,https://www.linkedin.com/in/steven-rowley-b6b23345,Michael Stowers ,https://www.linkedin.com/in/michael-stowers-2213414
Eastern Company (The),Result Not Found,No Results,Result Not Found,No Results
"Ekso Bionics Holdings, Inc.",alfonso herrera ,https://www.linkedin.com/in/alfonsorhh,"Wava Truscott, PhD. MBA. ",https://www.linkedin.com/in/wava-truscott-phd-mba-22005b13
Elbit Systems Ltd.,Martin Fausset ,https://uk.linkedin.com/in/martin-fausset-1093b123,Reuven Alon ,https://www.linkedin.com/pub/reuven-alon/133/4a6/543?trk=co-feed-likes-plus
Electrameccanica Vehicles Corp. Ltd.,Result Not Found,No Results,Result Not Found,No Results
Electrameccanica Vehicles Corp. Ltd.,Result Not Found,No Results,Result Not Found,No Results
"Electro-Sensors, Inc.",David Klenk ,https://www.linkedin.com/in/david-klenk-9bb28893,Scott Gabbard ,https://www.linkedin.com/in/scott-gabbard-98133b15
Embraer S.A.,EDUARDO BONINI SANTOS PINTO ,https://br.linkedin.com/in/eduardo-bonini-santos-pinto-171831b6,Luciano Froes ,https://www.linkedin.com/in/luciano-froes-marketing-vp
"EMCOR Group, Inc.",Tim Murphy ,https://www.linkedin.com/in/tim-murphy-8209a848,Jack Higgins ,https://www.linkedin.com/pub/jack-higgins/44/972/63
Encore Wire Corporation,"Paul Abernathy, CMECP® ",https://www.linkedin.com/in/paulabernathy,William Bigbee ,https://www.linkedin.com/in/william-bigbee-283a8b89
Espey Mfg. & Electronics Corp.,Patrick Enright ,https://www.linkedin.com/in/patrick-enright-51a6598,Connie Smith ,https://www.linkedin.com/in/connie-smith-13080a17
Esterline Technologies Corporation,mario gotze ,https://www.linkedin.com/in/mario-gotze-13370516b,Diana Bourcier ,https://www.linkedin.com/in/diana-bourcier-bb772b5
EXFO Inc,Darryl A Edwards ,https://uk.linkedin.com/in/edwardsdarryl,Jim Harrison ,https://www.linkedin.com/in/jimharrisonstartupcfo
"EyePoint Pharmaceuticals, Inc.",Thomas Hadley ,https://www.linkedin.com/in/thomashadley1,Thomas Hadley ,https://www.linkedin.com/in/thomashadley1
"FARO Technologies, Inc.",Jay Freeland ,https://www.linkedin.com/in/jay-freeland-13a31b,Robert Gourdine ,https://www.linkedin.com/in/robertgourdine
Federal Signal Corporation,Jennifer Sherman ,https://www.linkedin.com/in/jennifer-sherman-ba40758,Paul Wittig ,https://www.linkedin.com/in/paul-wittig-b041aab
Ferrari N.V.,Herbert Appleroth ,https://au.linkedin.com/in/herbertappleroth,Richard Hilgert ,https://www.linkedin.com/in/hilgertrichard
Ferroglobe PLC,Pedro Larrea Paguaga ,https://uk.linkedin.com/in/pedro-larrea-paguaga-2414891a,Jean du Plessis ,https://www.linkedin.com/in/jean-du-plessis-0388b84a
Fiat Chrysler Automobiles N.V.,Cyril Attia ,https://www.linkedin.com/in/cyrilattia,Richard Gadeselli ,https://uk.linkedin.com/in/richard-gadeselli-6392ab5
"FLIR Systems, Inc.",Jim Cannon ,https://www.linkedin.com/in/jim-cannon-455111a,Doug Eidel ,https://www.linkedin.com/in/dougeidel
Flowserve Corporation,Eric van Gemeren ,https://www.linkedin.com/in/ericvangemeren,Charlie Armstrong ,https://www.linkedin.com/in/charlie-armstrong-70602b5
Fluidigm Corporation,Chris Linthwaite ,https://www.linkedin.com/in/chris-linthwaite-764681,Agnes Lee ,https://www.linkedin.com/in/agnes-lee-9490a1a
Ford Motor Company,Clare Braun ,https://www.linkedin.com/in/clare-braun-34357a85,Mark LaNeve ,https://www.linkedin.com/in/mark-laneve-7b57b251
"Forterra, Inc.",Greg Kent ,https://www.linkedin.com/in/greg-kent-88849616,Sunil Dudi ,https://www.linkedin.com/in/sunildudi
Fortive Corporation,Jim Lico ,https://www.linkedin.com/in/jim-lico-80728b12,Mike Beverly ,https://www.linkedin.com/in/mike-beverly-4129b26
"Freightcar America, Inc.",Jim Meyer ,https://www.linkedin.com/in/jim-meyer-6370a44b,David Benson ,https://www.linkedin.com/in/david-benson-78483711
"Frequency Electronics, Inc.",Stanton Sloane ,https://www.linkedin.com/in/stanton-sloane-b7120210,Thomas McClelland ,https://www.linkedin.com/in/thomas-mcclelland-4b8496b
Friedman Industries Inc.,Robert Sparkman ,https://www.linkedin.com/in/robert-sparkman-93457365,Dale Ray ,https://www.linkedin.com/in/dale-ray-31629748
"Fuel Tech, Inc.",Vincent Arnone ,https://www.linkedin.com/in/vincent-arnone-413227b,Kevin Dougherty ,https://www.linkedin.com/in/kevin-dougherty-20733413
"Fuwei Films (Holdings) Co., Ltd.",Result Not Found,No Results,李雪梅,https://www.linkedin.com/in/%E9%9B%AA%E6%A2%85-%E6%9D%8E-794a1bba
Garmin Ltd.,Joseph J. Hartnett ,https://www.linkedin.com/in/joseph-j-hartnett-016ab21a,Ed Link ,https://www.linkedin.com/in/ed-link-7b555aa
Garrett Motion Inc.,Carlos Cardoso ,https://www.linkedin.com/in/carlosmcardoso,Brendan O'Connor ,https://www.linkedin.com/in/brendan-o-connor-7358824
Gencor Industries Inc.,Barbara Herman ,https://www.linkedin.com/in/barbara-herman-2b1883133,"Mark A. Howard, PE, MBA ",https://www.linkedin.com/in/mark-a-howard-pe-mba-87a9965a
General Dynamics Corporation,Linda Hudson ,https://www.linkedin.com/in/lindaphudson,Jason Monahan ,https://www.linkedin.com/in/jamonahan
General Motors Company,David Tura ,https://www.linkedin.com/in/david-tura-936bba1a,Tony Cervone ,https://www.linkedin.com/in/tcervone
Gentex Corporation,Steve Downing ,https://www.linkedin.com/in/steve-downing-7457946,Matt Chiodo ,https://www.linkedin.com/in/mattchiodo
Gentherm Inc,Sophie Desormiere ,https://fr.linkedin.com/in/sophiedesormiere,Brent Jump ,https://www.linkedin.com/in/brent-jump-31389a3
Genuine Parts Company,Linda Siders (Thomas) ,https://www.linkedin.com/in/linda-siders-thomas-a114027,Vinay Dhawan ,https://www.linkedin.com/in/vinaydhawan
Geospace Technologies Corporation,Josh Mann ,https://www.linkedin.com/in/josh-mann-4073b625,Josh Mann ,https://www.linkedin.com/in/josh-mann-4073b625
Gerdau S.A.,Fernando Lombardo ,https://www.linkedin.com/in/fernando-lombardo-6b86963b,Jeff Karmol ,https://www.linkedin.com/in/jeff-karmol-867ab26
"Gibraltar Industries, Inc.",Shannon Jefferson ,https://www.linkedin.com/in/gibraltarinc,Janis Rossi ,https://www.linkedin.com/in/janisrossi
"Global Brass and Copper Holdings, Inc.",David Kern ,https://www.linkedin.com/in/david-kern-4200107,Christopher Kodosky ,https://www.linkedin.com/in/christopher-kodosky-b76b3a6
Gorman-Rupp Company (The),Tony Chirico ,https://www.linkedin.com/in/chirico/zh-cn,Tony Chirico ,https://www.linkedin.com/in/chirico
Graco Inc.,Tim White ,https://www.linkedin.com/in/tim-white-3a867417,Karen Gallivan ,https://www.linkedin.com/in/karen-gallivan-bba16870
"Green Brick Partners, Inc.",James Brickman ,https://www.linkedin.com/in/james-brickman-10040316,"Bobby L. Samuel III, P.E. ",https://www.linkedin.com/in/bobbysamuel3
"Greenbrier Companies, Inc. (The)",Result Not Found,No Results,Marshall Lewis ,https://www.linkedin.com/in/marshall-lewis-21731a117
Griffon Corporation,Brian Harris ,https://www.linkedin.com/in/brian-harris-ab188811,Chris Durborow ,https://www.linkedin.com/in/chris-durborow-840aa548
"Gulf Island Fabrication, Inc.",Cindi Cook ,https://www.linkedin.com/in/cindi-cook-380b913b,Westley Stockton ,https://www.linkedin.com/in/westley-stockton-4030b153
Harris Corporation,Grady Ollis ,https://www.linkedin.com/in/grady-ollis-90665152,Janice Lindsay ,https://www.linkedin.com/in/janice-lindsay-322ab69
Harsco Corporation,F. Nicholas (Nick) Grasberger ,https://www.linkedin.com/in/f-nicholas-nick-grasberger-60735719,Michael Kolinsky ,https://www.linkedin.com/in/michael-kolinsky-b7058613
"Harvard Bioscience, Inc.",Jeff Duchemin ,https://www.linkedin.com/in/jeff-duchemin-94b1505,Arthur Reine ,https://www.linkedin.com/in/arthur-reine-56aa20b
"Haynes International, Inc.",Gregory M. Spalding ,https://www.linkedin.com/in/gregory-m-spalding-a1b10319,Beth Washington ,https://www.linkedin.com/in/beth-washington-8648082b
"HC2 Holdings, Inc.",Thomas Fallen ,https://www.linkedin.com/in/tommy-fallen,Andrea Mancuso ,https://www.linkedin.com/in/andrea-mancuso-57b86313
"Hebron Technology Co., Ltd.",Result Not Found,No Results,Result Not Found,No Results
Heico Corporation,Larry Mendelson ,https://www.linkedin.com/in/larry-mendelson-1babb018,Val Shelley ,https://www.linkedin.com/in/val-shelley-128a244
Highway Holdings Limited,Eddy Ho ,https://hk.linkedin.com/in/eddy-ho-1a0a7725,Eddy Ho ,https://hk.linkedin.com/in/eddy-ho-1a0a7725
"Honda Motor Company, Ltd.",John K. Moore ,https://www.linkedin.com/in/johnkennethmoore,Don Gies ,https://www.linkedin.com/in/dongiesjr
Honeywell International Inc.,Bob Blaser ,https://www.linkedin.com/in/bob-blaser-76096565,Douglas Perry ,https://www.linkedin.com/in/douglas-perry-155a839
Horizon Global Corporation,Sean Krezenski ,https://www.linkedin.com/in/sean-krezenski-66059912,Sean Krezenski ,https://www.linkedin.com/in/sean-krezenski-66059912
Hovnanian Enterprises Inc,Paul Marabella ,https://www.linkedin.com/in/paulmarabella,"Charles D'Angelo, CPA ",https://www.linkedin.com/in/charles-d-angelo-cpa-52150013
Hovnanian Enterprises Inc,Paul Marabella ,https://www.linkedin.com/in/paulmarabella,"Charles D'Angelo, CPA ",https://www.linkedin.com/in/charles-d-angelo-cpa-52150013
"HTG Molecular Diagnostics, Inc.",Don Hardison ,https://www.linkedin.com/in/don-hardison-7589309,BJ Kerns ,https://www.linkedin.com/in/bj-kerns-5210a04
